condition_idx,identity,source_image,transformation,transformation_tier,transformation_category,detector_success,quality_flag_blur,quality_flag_low_light,quality_flag_noise,quality_flag_off_pose,quality_flag_small_face,quality_any_flag,quality_blur_var,quality_luma_mean,quality_noise_sigma,quality_pose_angle,quality_face_px,lbph_name,lbph_distance,lbph_margin,sface_name,sface_cosine,sface_l2,always_lbph_pred,always_lbph_correct,direct_sface_pred,direct_sface_correct,seq_cascade_pred,seq_cascade_correct,seq_cascade_reason,seq_cascade_sface_invoked,quality_only_pred,quality_only_correct,quality_only_reason,early_bypass_pred,early_bypass_correct,early_bypass_reason,early_bypass_routing_path,early_bypass_lbph_invoked,early_bypass_sface_invoked,latency_always_lbph_ms,latency_direct_sface_ms,latency_seq_cascade_ms,latency_quality_only_ms,latency_early_bypass_ms
607,Francis_Miles_Ang,dark_name.jpg,crop_60,heavy,Crop,True,True,False,False,False,False,True,186.233,104.61,1.021,2.17,95,Francis_Miles_Ang,77.5699,0.0256,Francis_Miles_Ang,0.8096,0.617,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.953,7.97,12.566,8.362,8.188
608,Francis_Miles_Ang,dark_name.jpg,crop_70,medium,Crop,True,True,False,False,False,False,True,257.277,102.44,1.311,1.91,88,Francis_Miles_Ang,73.5828,0.0452,Francis_Miles_Ang,0.8435,0.5595,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.466,8.217,13.727,7.993,8.666
609,Francis_Miles_Ang,dark_name.jpg,crop_90,light,Crop,True,True,False,False,False,False,True,423.382,101.95,1.677,1.43,78,Francis_Miles_Ang,69.1559,0.0605,Francis_Miles_Ang,0.8699,0.5101,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.757,8.177,12.649,8.501,8.752
610,Francis_Miles_Ang,dark_name.jpg,skew_10,heavy,Skew,True,False,False,False,False,False,False,758.889,103.92,2.894,3.14,75,Francis_Miles_Ang,69.7298,0.092,Francis_Miles_Ang,0.8603,0.5286,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,4.28,8.155,12.794,4.53,13.508
611,Francis_Miles_Ang,dark_name.jpg,skew_6,medium,Skew,True,False,False,False,False,False,False,738.457,103.52,2.827,3.78,75,Francis_Miles_Ang,67.845,0.1013,Francis_Miles_Ang,0.8533,0.5417,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,4.254,7.935,13.325,4.531,12.664
612,Francis_Miles_Ang,dark_name.jpg,skew_4,light,Skew,True,False,False,False,False,False,False,756.689,103.31,2.83,3.43,76,Francis_Miles_Ang,67.3995,0.1066,Francis_Miles_Ang,0.8711,0.5078,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,5.624,9.45,15.557,5.921,13.124
613,Francis_Miles_Ang,dark_name.jpg,persp_10,heavy,Perspective,True,True,False,False,False,False,True,553.866,104.66,2.095,4.53,67,Francis_Miles_Ang,73.3325,0.0912,Francis_Miles_Ang,0.729,0.7363,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.804,8.054,12.87,8.4,8.185
614,Francis_Miles_Ang,dark_name.jpg,persp_6,medium,Perspective,True,True,False,False,False,False,True,539.451,104.52,2.13,5.65,71,Francis_Miles_Ang,69.646,0.1217,Francis_Miles_Ang,0.7955,0.6395,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.961,8.349,13.208,8.803,8.321
615,Francis_Miles_Ang,dark_name.jpg,persp_4,light,Perspective,True,True,False,False,False,False,True,547.874,104.15,2.174,6.55,72,Francis_Miles_Ang,67.8355,0.1107,Francis_Miles_Ang,0.829,0.5847,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.534,8.04,13.092,8.715,8.11
616,Francis_Miles_Ang,light_name.jpg,brightness_p25,heavy,Brightness change,True,False,False,False,False,False,False,2354.256,103.83,6.587,3.29,75,Francis_Miles_Ang,64.3465,0.149,Francis_Miles_Ang,0.883,0.4837,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.765,8.307,5.079,4.652,4.51
617,Francis_Miles_Ang,light_name.jpg,brightness_p20,medium,Brightness change,True,False,False,False,False,False,False,2172.847,99.65,6.326,3.35,75,Francis_Miles_Ang,65.3982,0.1319,Francis_Miles_Ang,0.8848,0.48,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,5.193,9.014,4.735,5.074,5.243
618,Francis_Miles_Ang,light_name.jpg,brightness_p10,light,Brightness change,True,False,False,False,False,False,False,1829.154,91.27,5.8,3.38,75,Francis_Miles_Ang,65.3311,0.1287,Francis_Miles_Ang,0.887,0.4754,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.452,9.225,4.9,4.523,4.737
619,Francis_Miles_Ang,light_name.jpg,monochrome,light,Colour to monochrome,True,False,False,False,False,False,False,1509.221,83.38,5.257,3.83,79,Francis_Miles_Ang,64.7697,0.1393,Francis_Miles_Ang,0.8414,0.5632,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.574,8.345,4.625,4.525,4.889
620,Francis_Miles_Ang,light_name.jpg,jpeg_q30,heavy,JPEG compression,True,False,False,False,False,False,False,811.553,83.43,1.734,2.25,77,Francis_Miles_Ang,66.5752,0.1287,Francis_Miles_Ang,0.8435,0.5595,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.286,8.005,4.553,4.493,4.455
621,Francis_Miles_Ang,light_name.jpg,jpeg_q60,medium,JPEG compression,True,False,False,False,False,False,False,1088.945,83.37,2.33,2.75,76,Francis_Miles_Ang,63.4269,0.1759,Francis_Miles_Ang,0.8623,0.5247,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.748,8.668,5.185,5.127,4.716
622,Francis_Miles_Ang,light_name.jpg,jpeg_q80,light,JPEG compression,True,False,False,False,False,False,False,1459.635,83.39,3.74,0.39,76,Francis_Miles_Ang,62.8779,0.1516,Francis_Miles_Ang,0.8964,0.4551,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.31,8.373,4.688,4.783,4.547
623,Francis_Miles_Ang,light_name.jpg,color_8bit,medium,Colour reduction,True,False,False,False,False,False,False,2474.559,82.16,7.346,10.54,74,Francis_Miles_Ang,78.35,0.0534,Francis_Miles_Ang,0.6203,0.8715,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,5.169,9.454,13.988,5.503,15.1
624,Francis_Miles_Ang,light_name.jpg,rgb565,light,Colour reduction,True,False,False,False,False,False,False,1524.645,82.87,5.407,3.56,75,Francis_Miles_Ang,64.2098,0.1292,Francis_Miles_Ang,0.8822,0.4855,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,5.219,8.575,5.293,4.827,4.854
625,Francis_Miles_Ang,light_name.jpg,gaussnoise_12,heavy,Gaussian noise,True,False,False,True,False,False,True,2768.341,82.85,10.336,1.22,73,Francis_Miles_Ang,70.4937,0.0933,Francis_Miles_Ang,0.8432,0.56,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:noise,True,Francis_Miles_Ang,True,quality_router_sface:noise,Francis_Miles_Ang,True,quality:noise,quality_triggered_sface,False,True,4.641,8.827,12.867,8.575,8.359
626,Francis_Miles_Ang,light_name.jpg,gaussnoise_8,medium,Gaussian noise,True,False,False,False,False,False,False,2068.907,82.92,8.066,1.75,75,Francis_Miles_Ang,65.7424,0.1251,Francis_Miles_Ang,0.8472,0.5527,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.453,8.795,4.827,4.76,4.742
627,Francis_Miles_Ang,light_name.jpg,gaussnoise_4,light,Gaussian noise,True,False,False,False,False,False,False,1645.963,82.88,6.168,3.04,75,Francis_Miles_Ang,63.9907,0.1391,Francis_Miles_Ang,0.8852,0.4792,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.406,8.67,4.53,4.547,4.678
628,Francis_Miles_Ang,light_name.jpg,histeq,light,Histogram equalization,True,False,False,True,False,False,True,3879.621,128.27,9.07,2.62,74,Francis_Miles_Ang,64.322,0.1425,Francis_Miles_Ang,0.8713,0.5074,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:noise,True,Francis_Miles_Ang,True,quality_router_sface:noise,Francis_Miles_Ang,True,quality:noise,quality_triggered_sface,False,True,5.027,9.503,15.326,8.85,10.381
629,Francis_Miles_Ang,light_name.jpg,autolevel,light,Auto-levels,True,False,False,False,False,False,False,2818.654,105.92,7.211,3.08,74,Francis_Miles_Ang,64.8782,0.1303,Francis_Miles_Ang,0.8876,0.4741,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.998,9.249,6.069,4.547,5.87
630,Francis_Miles_Ang,light_name.jpg,blur_7,heavy,Blur,True,True,False,False,False,False,True,20.676,83.33,0.334,3.01,78,Francis_Miles_Ang,74.1176,0.1258,Francis_Miles_Ang,0.8332,0.5776,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.418,8.012,13.439,8.993,8.512
631,Francis_Miles_Ang,light_name.jpg,blur_5,medium,Blur,True,True,False,False,False,False,True,46.863,83.35,0.394,3.54,78,Francis_Miles_Ang,68.2235,0.1591,Francis_Miles_Ang,0.8508,0.5463,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.633,8.146,13.326,8.912,8.843
632,Francis_Miles_Ang,light_name.jpg,blur_3,light,Blur,True,True,False,False,False,False,True,109.872,83.39,0.589,0.57,77,Francis_Miles_Ang,65.8729,0.1664,Francis_Miles_Ang,0.8745,0.5009,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.682,8.309,13.387,8.98,9.217
633,Francis_Miles_Ang,light_name.jpg,rot_270,heavy,Rotation,True,False,False,False,False,False,False,1509.221,83.38,5.257,34.76,68,Axel_Josh_Lorayna,89.8965,0.0015,Unknown,0.2091,1.2577,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,5.099,10.321,13.943,4.857,15.294
634,Francis_Miles_Ang,light_name.jpg,rot_180,medium,Rotation,True,False,False,False,False,False,False,1509.221,83.38,5.257,12.86,75,John_Roland_Octavio,84.025,0.0409,Unknown,0.1474,1.3059,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,4.733,8.485,13.134,4.845,12.291
635,Francis_Miles_Ang,light_name.jpg,rot_90,light,Rotation,True,False,False,False,False,False,False,1509.221,83.38,5.257,5.77,62,Jul_Leo_Javellana,88.5219,0.0175,Unknown,0.2311,1.2401,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,5.609,8.169,13.321,4.495,12.853
636,Francis_Miles_Ang,light_name.jpg,rot_45,heavy,Simple rotation,True,False,False,False,False,False,False,601.318,87.72,3.029,12.28,85,Julian_Diego_Mapa,88.1275,0.0045,Unknown,0.3107,1.1741,Unknown,False,Unknown,False,Unknown,False,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Unknown,False,ambiguous_band,quality_clear_dual_sface,True,True,4.783,10.181,14.029,5.008,14.209
637,Francis_Miles_Ang,light_name.jpg,rot_25,medium,Simple rotation,True,True,False,False,False,False,True,541.267,87.39,2.853,2.37,78,Julian_Diego_Mapa,88.7742,0.0062,Francis_Miles_Ang,0.5611,0.9369,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.63,8.476,14.33,9.47,8.663
638,Francis_Miles_Ang,light_name.jpg,rot_10,light,Simple rotation,True,True,False,False,False,False,True,582.88,84.77,2.527,9.88,76,Francis_Miles_Ang,74.675,0.083,Francis_Miles_Ang,0.8128,0.6118,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.552,8.706,14.113,8.534,8.877
639,Francis_Miles_Ang,light_name.jpg,scale_50,heavy,Scaling,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
640,Francis_Miles_Ang,light_name.jpg,scale_70,medium,Scaling,True,False,False,False,False,True,True,1283.664,79.42,4.129,9.7,55,Francis_Miles_Ang,90.6625,0.0018,Francis_Miles_Ang,0.8536,0.5411,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:small_face,True,Francis_Miles_Ang,True,quality_router_sface:small_face,Francis_Miles_Ang,True,quality:small_face,quality_triggered_sface,False,True,4.467,8.739,12.835,8.33,8.121
641,Francis_Miles_Ang,light_name.jpg,scale_90,light,Scaling,True,False,False,False,False,False,False,750.741,84.07,2.876,4.77,72,Francis_Miles_Ang,68.7333,0.1205,Francis_Miles_Ang,0.8534,0.5414,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,4.405,8.778,13.824,5.133,13.548
642,Francis_Miles_Ang,light_name.jpg,trans_30,heavy,Translation,True,False,False,False,False,False,False,1339.656,64.28,5.535,16.9,68,Andrew_Eroyla,86.9526,0.0053,Francis_Miles_Ang,0.8117,0.6136,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,4.673,8.48,13.018,4.648,13.191
643,Francis_Miles_Ang,light_name.jpg,trans_20,medium,Translation,True,False,False,False,False,False,False,1319.169,73.48,5.328,16.64,75,Anthony_Gallego,85.8884,0.0058,Francis_Miles_Ang,0.8562,0.5363,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,4.818,10.19,13.184,6.146,15.898
644,Francis_Miles_Ang,light_name.jpg,trans_10,light,Translation,True,False,False,False,False,False,False,1368.136,80.77,5.241,0.36,77,Norbert_Audines,83.6966,0.0227,Francis_Miles_Ang,0.8382,0.5689,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,4.609,7.735,12.444,4.539,12.29
645,Francis_Miles_Ang,light_name.jpg,flip_lr,light,Flip,True,False,False,False,False,False,False,1509.221,83.38,5.257,8.56,75,John_Andrei_Gayona,76.5189,0.0086,Francis_Miles_Ang,0.879,0.4919,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,5.124,8.76,13.821,4.754,13.461
646,Francis_Miles_Ang,light_name.jpg,aspect_6_3,medium,Aspect ratio change,True,True,False,False,False,False,True,387.161,83.53,1.205,3.43,76,Francis_Miles_Ang,66.4105,0.1553,Francis_Miles_Ang,0.8195,0.6008,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.573,8.971,13.682,8.395,9.159
647,Francis_Miles_Ang,light_name.jpg,aspect_16_9,light,Aspect ratio change,True,True,False,False,False,False,True,429.247,83.28,1.326,0.54,76,Francis_Miles_Ang,66.2946,0.1464,Francis_Miles_Ang,0.8561,0.5364,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.603,8.013,12.195,8.253,8.265
648,Francis_Miles_Ang,light_name.jpg,crop_60,heavy,Crop,True,True,False,False,False,False,True,185.288,82.62,1.131,3.41,99,Daniel_Ramos,77.8773,0.0045,Francis_Miles_Ang,0.8212,0.598,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.667,8.404,13.337,8.802,8.231
649,Francis_Miles_Ang,light_name.jpg,crop_70,medium,Crop,True,True,False,False,False,False,True,257.264,81.34,1.464,2.24,93,Francis_Miles_Ang,73.1922,0.0452,Francis_Miles_Ang,0.855,0.5386,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.738,8.017,13.67,8.227,9.028
650,Francis_Miles_Ang,light_name.jpg,crop_90,light,Crop,True,True,False,False,False,False,True,503.758,82.08,2.105,1.03,81,Francis_Miles_Ang,66.1683,0.0992,Francis_Miles_Ang,0.8719,0.5061,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,quality:blur,True,Francis_Miles_Ang,True,quality_router_sface:blur,Francis_Miles_Ang,True,quality:blur,quality_triggered_sface,False,True,4.485,9.156,13.343,8.73,8.499
651,Francis_Miles_Ang,light_name.jpg,skew_10,heavy,Skew,True,False,False,False,False,False,False,815.491,84.97,3.407,8.22,74,Francis_Miles_Ang,68.1755,0.1189,Francis_Miles_Ang,0.8666,0.5165,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,5.018,8.565,14.161,4.63,13.725
652,Francis_Miles_Ang,light_name.jpg,skew_6,medium,Skew,True,False,False,False,False,False,False,911.18,84.38,3.442,2.45,75,Francis_Miles_Ang,65.349,0.1358,Francis_Miles_Ang,0.8799,0.4901,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.329,9.501,4.979,4.497,4.779
653,Francis_Miles_Ang,light_name.jpg,skew_4,light,Skew,True,False,False,False,False,False,False,911.84,84.06,3.462,3.09,75,Francis_Miles_Ang,66.2579,0.1268,Francis_Miles_Ang,0.8851,0.4793,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.857,8.733,4.901,5.282,4.947
654,Francis_Miles_Ang,light_name.jpg,persp_10,heavy,Perspective,True,False,False,False,False,False,False,671.85,85.82,2.587,3.53,69,Francis_Miles_Ang,69.1144,0.1159,Francis_Miles_Ang,0.6994,0.7753,Unknown,False,Francis_Miles_Ang,True,Francis_Miles_Ang,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Francis_Miles_Ang,True,ambiguous_band,quality_clear_dual_sface,True,True,4.806,8.438,13.021,4.933,12.849
655,Francis_Miles_Ang,light_name.jpg,persp_6,medium,Perspective,True,False,False,False,False,False,False,692.178,85.26,2.674,2.88,70,Francis_Miles_Ang,65.8197,0.1839,Francis_Miles_Ang,0.8143,0.6095,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,5.034,8.791,5.389,4.686,4.469
656,Francis_Miles_Ang,light_name.jpg,persp_4,light,Perspective,True,False,False,False,False,False,False,728.135,84.77,2.74,2.78,72,Francis_Miles_Ang,64.5818,0.172,Francis_Miles_Ang,0.8446,0.5575,Francis_Miles_Ang,True,Francis_Miles_Ang,True,Francis_Miles_Ang,True,confident_accept,False,Francis_Miles_Ang,True,quality_router_lbph_accept,Francis_Miles_Ang,True,confident_accept,quality_clear_lbph_terminal,True,False,4.541,8.262,4.494,4.441,4.57
657,Jim_Jonathan_Decripito,dark_name.jpg,brightness_p25,heavy,Brightness change,True,False,False,True,False,False,True,4224.752,112.8,8.397,2.87,79,Jim_Jonathan_Decripito,68.7302,0.0933,Jim_Jonathan_Decripito,0.7914,0.6459,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,quality:noise,True,Jim_Jonathan_Decripito,True,quality_router_sface:noise,Jim_Jonathan_Decripito,True,quality:noise,quality_triggered_sface,False,True,5.41,9.173,15.38,9.177,8.917
658,Jim_Jonathan_Decripito,dark_name.jpg,brightness_p20,medium,Brightness change,True,False,False,False,False,False,False,3890.492,108.25,8.058,2.93,79,Jim_Jonathan_Decripito,68.3371,0.0908,Jim_Jonathan_Decripito,0.7731,0.6736,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.564,8.957,13.797,4.923,15.167
659,Jim_Jonathan_Decripito,dark_name.jpg,brightness_p10,light,Brightness change,True,False,False,False,False,False,False,3269.083,99.17,7.393,2.97,80,Jim_Jonathan_Decripito,68.8393,0.087,Jim_Jonathan_Decripito,0.7672,0.6824,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.499,8.561,12.653,4.664,14.008
660,Jim_Jonathan_Decripito,dark_name.jpg,monochrome,light,Colour to monochrome,True,False,False,False,False,False,False,2701.278,90.54,6.699,4.54,85,Jim_Jonathan_Decripito,68.5951,0.099,Jim_Jonathan_Decripito,0.6695,0.813,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.854,8.281,13.707,4.612,12.684
661,Jim_Jonathan_Decripito,dark_name.jpg,jpeg_q30,heavy,JPEG compression,True,False,False,False,False,False,False,1239.697,90.52,2.298,2.25,79,Jim_Jonathan_Decripito,71.3929,0.0756,Jim_Jonathan_Decripito,0.7261,0.7401,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.469,8.705,13.457,5.104,14.596
662,Jim_Jonathan_Decripito,dark_name.jpg,jpeg_q60,medium,JPEG compression,True,False,False,False,False,False,False,2294.07,90.51,4.158,2.88,81,Jim_Jonathan_Decripito,69.13,0.0667,Jim_Jonathan_Decripito,0.7578,0.696,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.587,8.268,13.319,4.823,12.977
663,Jim_Jonathan_Decripito,dark_name.jpg,jpeg_q80,light,JPEG compression,True,False,False,False,False,False,False,2958.162,90.56,5.871,2.51,79,Jim_Jonathan_Decripito,68.2582,0.0798,Jim_Jonathan_Decripito,0.7837,0.6577,Unknown,False,Jim_Jonathan_Decripito,True,Jim_Jonathan_Decripito,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jim_Jonathan_Decripito,True,ambiguous_band,quality_clear_dual_sface,True,True,4.425,9.15,14.226,4.923,14.567
